"i","j","recID","eqid","region","SOF","magBin","mag","rake","ZTOR","Rrup","RJB","RX","RY","FLen","VS30","rockPGA","lnY","intra.Resid","Median","eventTerm","srcSiteA","z1","dip","Z1_1D","Z1_Ref","iregion.i.","epsilon_within","Station.Name","Station.Sequence.Number","Station.ID..No.","Hypocenter.Latitude..deg.","Hypocenter.Longitude..deg.","Hypocenter.Depth..km.","Fault.Rupture.Width..km.","Station.Latitude","Station.Longitude","PGA..g.","T0.200S","STATID","VS30_gmean","Z1_mean","Lat_stat","Lon_stat","X_stat","Y_stat","Basin_ID","D_basin","X_eq","Y_eq"
11,15,173,50,1,0,7,6.53,0,0,8.6,8.6,-8.6,13.74,50,202.85,0.1252,-0.7954,-0.2333,-0.2442,-0.1072,-90,1.42,80,0,0.4939,1,-0.3881,"El Centro Array #10",103,412,32.644,-115.307,9.96,13,32.7806,-115.5681,0.19857,0.49864,"S62",202.85,1.42,32.781,-115.568,1196.7886319513,3651.56082092997,8,18.0964902666491,1222.43157347582,3638.07989677778
11,16,174,50,1,0,7,6.53,0,0,12.56,12.56,-12.56,12.71,50,196.25,0.0928,-0.1615,0.5371,-0.428,-0.1072,-90,1.42,80,0,0.4954,1,0.8935,"El Centro Array #11",214,5058,32.644,-115.307,9.96,13,32.7517,-115.5952,0.37492,1.0946,"S63",196.25,1.42,32.752,-115.595,1194.47831586902,3648.15595341538,8,13.9966464427343,1222.43157347582,3638.07989677778
11,17,175,50,1,0,7,6.53,0,0,17.94,17.94,-17.94,12.08,50,196.88,0.0676,-1.0692,-0.1876,-0.6464,-0.1072,-90,1.2,80,0,0.4952,1,-0.312,"El Centro Array #12",115,931,32.644,-115.307,9.96,13,32.718,-115.637,0.14074,0.3978,"S64",196.88,1.2,32.718,-115.637,1190.79459994939,3644.09708211329,8,8.75191786397271,1222.43157347582,3638.07989677778
11,18,176,50,1,0,7,6.53,0,0,21.98,21.98,-21.98,13.89,50,249.92,0.0557,-1.2712,-0.1442,-0.8698,-0.1072,-90,2.72,80,0,0.4794,1,-0.2399,"El Centro Array #13",215,5059,32.644,-115.307,9.96,13,32.709,-115.683,0.11768,0.40205,"S65",249.92,2.72,32.709,-115.683,1186.53856088731,3642.79481371071,8,5.85618596313547,1222.43157347582,3638.07989677778
11,19,178,50,1,0,7,6.53,0,0,12.85,10.79,13.04,13.2,50,162.94,0.091,-0.2514,0.2165,-0.4465,-0.1072,90,1.6,80,0,0.5007,1,0.3601,"El Centro Array #3",213,5057,32.644,-115.307,9.96,13,32.894,-115.38,0.26473,0.73037,"S66",162.94,1.6,32.894,-115.38,1213.54501199442,3665.39740821947,8,30.3840952700863,1222.43157347582,3638.07989677778
11,20,179,50,1,0,7,6.53,0,0,7.05,4.9,7.15,13.46,50,208.91,0.1437,-0.5364,0.244,-0.1623,-0.1072,90,1.6,80,0,0.4925,1,0.4059,"El Centro Array #4",119,955,32.644,-115.307,9.96,13,32.864,-115.432,0.38078,0.80262,"S67",208.91,1.6,32.864,-115.432,1208.90474885361,3661.70627965863,8,33.3774252176079,1222.43157347582,3638.07989677778
11,21,180,50,1,0,7,6.53,0,0,3.95,1.76,4.01,14.58,50,205.63,0.212,0.0594,0.0685,0.0267,-0.1072,90,1.6,80,0,0.4933,1,0.114,"El Centro Array #5",118,952,32.644,-115.307,9.96,13,32.855,-115.466,0.41145,0.96326,"S68",205.63,1.6,32.855,-115.466,1205.78420245017,3660.47535025058,8,30.49293710078,1222.43157347582,3638.07989677778
11,22,181,50,1,0,7,6.53,0,0,1.35,0,1.37,14.34,50,203.22,0.2755,-0.5001,0.5139,0.1287,-0.1072,90,1.56,80,0,0.4939,1,0.8549,"El Centro Array #6",230,5158,32.644,-115.307,9.96,13,32.839,-115.487,0.44817,0.68309,"S69",203.22,1.56,32.839,-115.487,1203.93960951295,3658.55403408515,8,27.8553143624154,1222.43157347582,3638.07989677778
11,23,182,50,1,0,7,6.53,0,0,0.56,0.56,-0.56,14.42,50,210.51,0.2536,-0.6048,0.0001,0.1158,-0.1072,-90,1.52,80,0,0.4921,1,0.0002,"El Centro Array #7",200,5028,32.644,-115.307,9.96,13,32.829,-115.504,0.43676,0.63151,"S70",210.51,1.52,32.829,-115.504,1202.42239444714,3657.32747756032,8,25.9812125975055,1222.43157347582,3638.07989677778
11,24,183,50,1,0,7,6.53,0,0,3.86,3.86,-3.86,14.4,50,206.08,0.1971,0.1443,0.3837,-0.0049,-0.1072,-90,1.44,80,0,0.4932,1,0.6383,"El Centro Array #8",120,958,32.644,-115.307,9.96,13,32.811,-115.532,0.52691,0.99314,"S71",206.08,1.44,32.811,-115.532,1199.93474785532,3655.13777250615,8,22.7849217056112,1222.43157347582,3638.07989677778
11,25,184,50,1,0,7,6.53,0,0,5.09,5.09,-5.09,13.24,50,202.26,0.174,0.3876,0.2598,-0.0702,-0.1072,-90,1.42,80,0,0.4941,1,0.4322,"El Centro Differential Array",232,5165,32.644,-115.307,9.96,13,32.796,-115.535,0.43726,0.96885,"S72",202.26,1.42,32.796,-115.535,1199.77137964838,3653.44905525418,8,21.2833375846538,1222.43157347582,3638.07989677778
11,26,185,50,1,0,7,6.53,0,0,7.5,5.35,7.61,5.78,50,202.89,0.1379,-0.6148,-0.207,-0.1897,-0.1072,90,1.5,80,0,0.4939,1,-0.3443,"Holtville Post Office",211,5055,32.644,-115.307,9.96,13,32.8114,-115.3786,0.2378,0.70434,"S73",202.89,1.5,32.811,-115.379,1214.3092217288,3656.16944233716,8,33.4097626110356,1222.43157347582,3638.07989677778
11,27,186,50,1,0,7,6.53,0,0,36.92,35.64,26.37,51.25,50,212,0.0325,-1.7761,-0.0122,-1.2807,-0.1072,45,0.7,80,0,0.4917,1,-0.0203,"Niland Fire Station",263,11023,32.644,-115.307,9.96,13,33.239,-115.512,0.087609,0.26251,"S74",212,0.7,33.239,-115.512,1198.40266380686,3702.88485086288,8,11.2719870528651,1222.43157347582,3638.07989677778
11,28,187,50,1,0,7,6.53,0,0,12.69,12.69,-8.52,34.4,50,348.69,0.092,-1.1852,-0.14,-0.5582,-0.1072,-42.16,1.44,80,0,0.4162,1,-0.233,"Parachute Test Site",207,5051,32.644,-115.307,9.96,13,32.929,-115.701,0.16742,0.39105,"S75",348.69,1.44,32.929,-115.701,1183.14699838054,3667.14799203843,8,23.961836993907,1222.43157347582,3638.07989677778
11,29,188,50,1,0,7,6.53,0,0,30.33,30.33,-29.71,31.09,50,316.64,0.0402,-1.7651,-0.5902,-1.2811,-0.1072,-78.42,0.66,80,0,0.442,1,-0.9818,"Plaster City",208,5052,32.644,-115.307,9.96,13,32.79,-115.86,0.050964,0.19414,"S76",316.64,0.66,32.79,-115.86,1169.28425257869,3650.6623653101,8,8.54956925774128,1222.43157347582,3638.07989677778
11,30,190,50,1,0,7,6.53,0,0,24.61,24.61,-15.98,43.72,50,362.38,0.0498,-0.3895,0.4167,-1.1448,-0.1072,-40.5,1.2,80,0,0.4037,1,0.6932,"Superstition Mtn Camera",94,286,32.644,-115.307,9.96,13,32.955,-115.825,0.16371,0.44748,"S77",362.38,1.2,32.955,-115.825,1171.31822634773,3669.23669116938,8,11.9506899539235,1222.43157347582,3638.07989677778
11,32,192,50,1,0,7,6.53,0,0,15.25,14.75,4.55,39.58,50,193.67,0.0784,-2.0324,-0.8513,-0.5392,-0.1072,17,1.5,80,0,0.4959,1,-1.4162,"Westmorland Fire Sta",264,11369,32.644,-115.307,9.96,13,33.037,-115.623,0.08244,0.1539,"S79",193.67,1.5,33.037,-115.623,1189.61704946035,3679.67365859876,8,28.051285630522,1222.43157347582,3638.07989677778
12,1,193,51,1,0,5,5.01,0,7.26,13.04,10.83,2.11,-12.41,3.6,223.03,0.0656,-1.8263,-0.3411,-1.3693,0.4463,168.75,1.4,90,0,0.4887,1,-0.4567,"Bonds Corner",210,5054,32.7667,-115.4413,9.5,4.2,32.6931,-115.3382,0.1046,0.17784,"S50",223.03,1.4,32.693,-115.338,1219.11721059549,3643.31986985077,8,27.2634867129375,1208.81003190502,3650.81810910545
12,2,194,51,1,0,5,5.01,0,7.26,25.32,24.26,10.94,23.43,3.6,208.71,0.0272,-2.2253,-0.2537,-2.1008,0.4463,26.81,1.5,90,0,0.4926,1,-0.3397,"Brawley Airport",216,5060,32.7667,-115.4413,9.5,4.2,32.991,-115.513,0.052831,0.11886,"S51",208.71,1.5,32.991,-115.513,1200.29012549851,3675.2893360384,8,29.0616401576757,1208.81003190502,3650.81810910545
12,3,195,51,1,0,5,5.01,0,7.26,13.32,11.17,-10.67,-5.04,3.6,231.23,0.0639,-1.7012,-0.4816,-1.4021,0.4463,-107.19,1.28,90,0,0.4862,1,-0.6449,"Calexico Fire Station",209,5053,32.7667,-115.4413,9.5,4.2,32.6695,-115.493,0.088034,0.17719,"S52",231.23,1.28,32.67,-115.493,1204.71666843991,3639.7121963247,8,16.7153830149913,1208.81003190502,3650.81810910545
12,5,197,51,1,0,5,5.01,0,7.26,24.84,23.76,22.59,9.09,3.6,237.33,0.028,-2.4264,-0.1735,-2.1441,0.4463,71.95,1.28,90,0,0.4841,1,-0.2323,"El Centro Array #1",212,5056,32.7667,-115.4413,9.5,4.2,32.96,-115.319,0.055628,0.097993,"S61",237.33,1.28,32.96,-115.319,1218.73272112993,3673.15883006397,8,21.4237347471958,1208.81003190502,3650.81810910545
12,6,198,51,1,0,5,5.01,0,7.26,12.96,10.73,-8.08,8.86,3.6,202.85,0.0661,-2.5898,-0.9888,-1.3365,0.4463,-48.83,1.42,90,0,0.4939,1,-1.324,"El Centro Array #10",103,412,32.7667,-115.4413,9.5,4.2,32.7806,-115.5681,0.052531,0.096473,"S62",202.85,1.42,32.781,-115.568,1196.7886319513,3651.56082092997,8,18.0964902666491,1208.81003190502,3650.81810910545
12,7,199,51,1,0,5,5.01,0,7.26,15.42,13.61,-12.09,8.02,3.6,196.25,0.0531,-1.48,0.4001,-1.4967,0.4463,-62.7,1.42,90,0,0.4954,1,0.5357,"El Centro Array #11",214,5058,32.7667,-115.4413,9.5,4.2,32.7517,-115.5952,0.1873,0.25531,"S63",196.25,1.42,32.752,-115.595,1194.47831586902,3648.15595341538,8,13.9966464427343,1208.81003190502,3650.81810910545
12,8,200,51,1,0,5,5.01,0,7.26,18.78,17.32,16.08,8.2,3.6,188.78,0.0411,-1.5278,0.2207,-1.6933,0.4463,68.2,1.54,90,0,0.4968,1,0.2956,"El Centro Array #2",228,5115,32.7667,-115.4413,9.5,4.2,32.916,-115.366,0.12721,0.19983,"S80",188.78,1.54,32.916,-115.366,1214.68092983716,3667.94077343827,8,27.606524979734,1208.81003190502,3650.81810910545
12,9,201,51,1,0,5,5.01,0,7.26,16.25,14.54,13.5,7.18,3.6,162.94,0.0497,-1.2707,0.035,-1.4963,0.4463,68.21,1.6,90,0,0.5007,1,0.0469,"El Centro Array #3",213,5057,32.7667,-115.4413,9.5,4.2,32.894,-115.38,0.12695,0.28759,"S66",162.94,1.6,32.894,-115.38,1213.54501199442,3665.39740821947,8,30.3840952700863,1208.81003190502,3650.81810910545
12,10,202,51,1,0,5,5.01,0,7.26,12.11,9.69,7.63,7.77,3.6,208.91,0.0718,-0.8827,0.1308,-1.2813,0.4463,51.98,1.6,90,0,0.4925,1,0.1751,"El Centro Array #4",119,955,32.7667,-115.4413,9.5,4.2,32.864,-115.432,0.17185,0.45744,"S67",208.91,1.6,32.864,-115.432,1208.90474885361,3661.70627965863,8,33.3774252176079,1208.81003190502,3650.81810910545
12,11,203,51,1,0,5,5.01,0,7.26,11.23,8.56,4.56,9.05,3.6,205.63,0.0785,-0.8275,0.2563,-1.2113,0.4463,32.16,1.6,90,0,0.4933,1,0.3432,"El Centro Array #5",118,952,32.7667,-115.4413,9.5,4.2,32.855,-115.466,0.21893,0.45,"S68",205.63,1.6,32.855,-115.466,1205.78420245017,3660.47535025058,8,30.49293710078,1208.81003190502,3650.81810910545
12,12,204,51,1,0,5,5.01,0,7.26,10.37,7.4,1.91,8.95,3.6,203.22,0.0861,-0.7007,0.213,-1.1432,0.4463,14.94,1.56,90,0,0.4939,1,0.2852,"El Centro Array #6",230,5158,32.7667,-115.4413,9.5,4.2,32.839,-115.487,0.23052,0.53528,"S69",203.22,1.56,32.839,-115.487,1203.93960951295,3658.55403408515,8,27.8553143624154,1208.81003190502,3650.81810910545
12,13,205,51,1,0,5,5.01,0,7.26,10.31,7.32,-0.02,9.13,3.6,210.51,0.0867,-1.1917,-0.0229,-1.1441,0.4463,-0.19,1.52,90,0,0.4921,1,-0.0306,"El Centro Array #7",200,5028,32.7667,-115.4413,9.5,4.2,32.829,-115.504,0.1803,0.39892,"S70",210.51,1.52,32.829,-115.504,1202.42239444714,3657.32747756032,8,25.9812125975055,1208.81003190502,3650.81810910545
12,14,206,51,1,0,5,5.01,0,7.26,10.94,8.18,-3.32,9.28,3.6,206.08,0.081,-1.4706,-0.2421,-1.1895,0.4463,-23.93,1.44,90,0,0.4932,1,-0.3241,"El Centro Array #8",120,958,32.7667,-115.4413,9.5,4.2,32.811,-115.532,0.13414,0.18272,"S71",206.08,1.44,32.811,-115.532,1199.93474785532,3655.13777250615,8,22.7849217056112,1208.81003190502,3650.81810910545
12,15,207,51,1,0,5,5.01,0,7.26,10.71,7.87,-4.61,8.18,3.6,202.26,0.083,-0.9776,-0.1621,-1.1686,0.4463,-35.84,1.42,90,0,0.4941,1,-0.217,"El Centro Differential Array",232,5165,32.7667,-115.4413,9.5,4.2,32.796,-115.535,0.15199,0.28766,"S72",202.26,1.42,32.796,-115.535,1199.77137964838,3653.44905525418,8,21.2833375846538,1208.81003190502,3650.81810910545
12,16,208,51,1,0,5,5.01,0,7.26,10.58,7.69,7.69,0.05,3.6,202.89,0.0842,-0.7942,0.0721,-1.1592,0.4463,90,1.5,90,0,0.4939,1,0.0966,"Holtville Post Office",211,5055,32.7667,-115.4413,9.5,4.2,32.8114,-115.3786,0.19587,0.29641,"S73",202.89,1.5,32.811,-115.379,1214.3092217288,3656.16944233716,8,33.4097626110356,1208.81003190502,3650.81810910545
15,1,225,55,1,0,5,5.19,10,10.79,17.26,12.24,13.45,2.41,3.7,724.89,0.0631,-1.8463,0.3251,-1.6944,-0.0125,87.22,0.0075,70,0,0.0617,1,0.4456,"Anza - Pinyon Flat",203,5044,33.505,-116.514,13.6,3.6,33.607,-116.453,0.11004,0.14061,"S89",724.891999988964,0.0075,33.607,-116.453,1107.88631327739,3737.85601585438,9,11.0798815693917,1102.92551118401,3726.16025889091
15,2,226,55,1,0,5,5.19,10,10.79,12.28,5.85,-5.51,3.78,3.7,617.78,0.0955,-1.1847,-0.2546,-1.1808,-0.0125,-70.24,0.02,70,0,0.1274,1,-0.3489,"Anza - Terwilliger Valley",204,5045,33.505,-116.514,13.6,3.6,33.48,-116.59,0.097901,0.2244,"S90",617.78,0.02,33.48,-116.59,1096.02134988222,3722.94023367792,9,29.9944241699979,1102.92551118401,3726.16025889091
15,3,227,55,1,0,5,5.19,10,10.79,17.52,13.8,-3.64,15.11,3.7,360.45,0.0619,-1.6744,-0.3533,-1.3242,-0.0125,-15.29,-999,70,0,0.4055,1,-0.4843,"Anza Fire Station",231,5160,33.505,-116.514,13.6,3.6,33.5558,-116.674,0.068198,0.11694,"S91",360.45,-999,33.556,-116.674,1087.68115724516,3730.90478776221,9,27.9853852602234,1102.92551118401,3726.16025889091
15,4,228,55,1,0,5,5.19,10,10.79,40.67,39.21,-13.19,-38.72,3.7,336.07,0.0193,-2.5842,0.1926,-2.4153,-0.0125,-160.35,0.1,70,0,0.427,1,0.2639,"Borrego Air Ranch",206,5049,33.505,-116.514,13.6,3.6,33.19,-116.28,0.043142,0.090033,"S92",336.07,0.1,33.19,-116.28,1126.98435244229,3692.53437928741,9,23.0655723758682,1102.92551118401,3726.16025889091
15,5,229,55,1,0,5,5.19,10,10.79,21.32,18.39,-6.23,-19.12,3.7,329,0.048,-1.9853,0.0903,-1.5157,-0.0125,-160.21,0.06,70,0,0.4327,1,0.1237,"Rancho De Anza",205,5047,33.505,-116.514,13.6,3.6,33.348,-116.4,0.091431,0.21765,"S93",329,0.06,33.348,-116.4,1114.65330880397,3709.38055157138,9,27.095133926743,1102.92551118401,3726.16025889091
23,3,268,64,1,0,6,6.33,0,4,39.3,39.1,7.2,53.43,30,259.59,0.0269,-1.3871,0.3277,-1.4139,-0.4041,11,1.18,90,0,0.4753,1,0.5283,"SAHOP Casa Flores",246,6619,32.185,-115.076,11,10,32.618,-115.436,0.083123,0.26384,"S108",259.59,1.18,32.618,-115.436,1210.49490018338,3634.30974586076,8,15.3674170200131,1247.99324597998,3588.60110083733
28,1,314,73,1,0,6,5.9,0,2,15.41,15.28,15.28,4.65,10,208.71,0.0707,-0.5758,-0.0226,-0.9352,0.0974,90,1.5,90,0,0.4926,1,-0.0341,"Brawley Airport",216,5060,33.1,-115.62,2.3,7,32.991,-115.513,0.16019,0.31261,"S51",208.71,1.5,32.991,-115.513,1200.29012549851,3675.2893360384,8,29.0616401576757,1189.40283802175,3686.70129665616
28,2,315,73,1,0,6,5.9,0,2,15.29,15.16,-9.5,16.81,10,212,0.0713,-1.1724,-0.122,-0.9316,0.0974,-38.79,0.7,90,0,0.4917,1,-0.1844,"Niland Fire Station",263,11023,33.1,-115.62,2.3,7,33.239,-115.512,0.14223,0.4208,"S74",212,0.7,33.239,-115.512,1198.40266380686,3702.88485086288,8,11.2719870528651,1189.40283802175,3686.70129665616
